calledstation,real_sessiontime,num_llamadas,dur_prom,std_lst_2,mean_lst_2,flat_ratio
18664279010,2928,17,172.23529411764707,0.0,27.0,0.0
18884455226,2904,17,170.8235294117647,0.0,146.0,0.0
18779922246,2877,17,169.23529411764707,0.0,129.0,0.0
18009012717,2830,17,166.47058823529412,0.0,46.0,0.0
18008188087,2779,17,163.47058823529412,0.0,276.0,0.0
18883539422,2646,17,155.64705882352942,0.0,263.0,0.0
18882019046,2638,17,155.1764705882353,0.0,44.0,0.0
18883456408,2602,17,153.05882352941177,0.0,58.0,0.0
18886418834,2571,17,151.23529411764707,0.0,118.0,0.0
18003156356,2537,17,149.23529411764707,0.0,55.0,0.0
18889014795,2522,17,148.35294117647058,0.0,287.0,0.0
18773832671,2414,17,142.0,0.0,15.0,0.0
18666489598,2352,17,138.35294117647058,0.0,140.0,0.0
18449347788,2330,17,137.05882352941177,0.0,60.0,0.0
18009357936,2298,17,135.1764705882353,0.0,135.0,0.0
18002223202,2283,17,134.2941176470588,0.0,148.0,0.0
18002271059,2273,17,133.7058823529412,0.0,178.0,0.0
18889872896,2268,17,133.41176470588235,0.0,135.0,0.0
18445466690,2260,17,132.94117647058823,0.0,134.0,0.0
18885465734,2258,17,132.8235294117647,0.0,196.0,0.0
18008442328,2246,17,132.11764705882354,0.0,143.0,0.0
18882598696,2094,17,123.17647058823529,0.0,124.0,0.0
18778828945,2053,17,120.76470588235294,0.0,96.0,0.0
18556512066,2050,17,120.58823529411765,0.0,124.0,0.0
18553798739,2043,17,120.17647058823529,0.0,128.0,0.0
18009332721,2028,17,119.29411764705883,0.0,131.0,0.0
18007768222,2013,17,118.41176470588235,0.0,116.0,0.0
18332501799,2007,17,118.05882352941177,0.0,119.0,0.0
18002366812,1985,17,116.76470588235294,0.0,178.0,0.0
18004529515,1950,17,114.70588235294117,0.0,118.0,0.0
18557942711,1894,17,111.41176470588235,0.0,127.0,0.0
18004443004,1831,17,107.70588235294117,0.0,109.0,0.0
18663778198,1825,17,107.3529411764706,0.0,23.0,0.0
18773270885,1808,17,106.3529411764706,0.0,107.0,0.0
18883333232,1802,17,106.0,0.0,75.0,0.0
18448899067,1790,17,105.29411764705883,0.0,106.0,0.0
18007316669,1756,17,103.29411764705883,0.0,170.0,0.0
18554146191,1753,17,103.11764705882354,0.0,47.0,0.0
18007424739,1748,17,102.82352941176471,0.0,75.0,0.0
18008507481,1738,17,102.23529411764706,0.0,242.0,0.0
18003437399,1736,17,102.11764705882354,0.0,55.0,0.0
18559642645,1733,17,101.94117647058823,0.0,102.0,0.0
18444738347,1698,17,99.88235294117646,0.0,58.0,0.0
18003281061,1663,17,97.82352941176471,0.0,24.0,0.0
18669600933,1644,17,96.70588235294117,0.0,107.0,0.0
18663087861,1635,17,96.17647058823529,0.0,51.0,0.0
18883523355,1628,17,95.76470588235294,0.0,181.0,0.0
18003825969,1619,17,95.23529411764706,0.0,55.0,0.0
18772507518,1618,17,95.17647058823529,0.0,142.0,0.0
18776449155,1594,17,93.76470588235294,0.0,36.0,0.0
18004881748,1592,17,93.6470588235294,0.0,24.0,0.0
18443683873,1569,17,92.29411764705883,0.0,101.0,0.0
18884509169,1561,17,91.82352941176471,0.0,92.0,0.0
18558936338,1559,17,91.70588235294117,0.0,131.0,0.0
18006536568,1558,17,91.6470588235294,0.0,79.0,0.0
18887147913,1553,17,91.3529411764706,0.0,48.0,0.0
18447877741,1552,17,91.29411764705883,0.0,132.0,0.0
18664417719,1489,17,87.58823529411765,0.0,15.0,0.0
18002898359,1474,17,86.70588235294117,0.0,36.0,0.0
18003608869,1448,17,85.17647058823529,0.0,55.0,0.0
18449944247,1441,17,84.76470588235294,0.0,93.0,0.0
18882156269,1366,17,80.3529411764706,0.0,34.0,0.0
18338291200,1359,17,79.94117647058823,0.0,64.0,0.0
18884382259,1335,17,78.52941176470588,0.0,79.0,0.0
18002986853,1322,17,77.76470588235294,0.0,82.0,0.0
18776547643,1317,17,77.47058823529412,0.0,83.0,0.0
18554982544,1288,17,75.76470588235294,0.0,72.0,0.0
18556227824,1229,17,72.29411764705883,0.0,89.0,0.0
18884177489,1217,17,71.58823529411765,0.0,72.0,0.0
18009093630,1213,17,71.3529411764706,0.0,74.0,0.0
18885027769,1212,17,71.29411764705883,0.0,14.0,0.0
18002776394,1175,17,69.11764705882354,0.0,28.0,0.0
18555123745,1152,17,67.76470588235294,0.0,44.0,0.0
18552484608,1151,17,67.70588235294117,0.0,58.0,0.0
18008417081,1112,17,65.41176470588235,0.0,32.0,0.0
18886731136,1071,17,63.0,0.0,67.0,0.0
18883500309,1047,17,61.588235294117645,0.0,33.0,0.0
18886548011,1047,17,61.588235294117645,0.0,61.0,0.0
18004589680,1012,17,59.529411764705884,0.0,86.0,0.0
18889446273,1009,17,59.35294117647059,0.0,61.0,0.0
18008865000,990,17,58.23529411764706,0.0,11.0,0.0
18446230324,978,17,57.529411764705884,0.0,61.0,0.0
18006479735,972,17,57.1764705882353,0.0,105.0,0.0
18884456507,920,17,54.11764705882353,0.0,63.0,0.0
18669964334,882,17,51.88235294117647,0.0,73.0,0.0
18007474427,873,17,51.35294117647059,0.0,49.0,0.0
18773494643,871,17,51.23529411764706,0.0,32.0,0.0
18009533098,824,17,48.470588235294116,0.0,55.0,0.0
18333725354,779,17,45.8235294117647,0.0,30.0,0.0
18552283354,740,17,43.529411764705884,0.0,19.0,0.0
18007623292,740,17,43.529411764705884,0.0,27.0,0.0
18558080600,705,17,41.470588235294116,0.0,43.0,0.0
18666151669,632,17,37.1764705882353,0.0,20.0,0.0
18448399100,562,17,33.05882352941177,0.0,26.0,0.0
18445239223,548,17,32.23529411764706,0.0,32.0,0.0
18776262476,546,17,32.11764705882353,0.0,32.0,0.0
18338804153,543,17,31.941176470588236,0.0,32.0,0.0
18003961290,540,17,31.764705882352942,0.0,33.0,0.0
18773688247,536,17,31.529411764705884,0.0,23.0,0.0
18773305028,524,17,30.823529411764707,0.0,27.0,0.0
18003286994,499,17,29.352941176470587,0.0,30.0,0.0
18559341578,482,17,28.352941176470587,0.0,23.0,0.0
18006556570,470,17,27.647058823529413,0.0,11.0,0.0
18003662760,449,17,26.41176470588235,0.0,23.0,0.0
18007835172,448,17,26.352941176470587,0.0,35.0,0.0
18885089353,344,17,20.235294117647058,0.0,21.0,0.0
18004335604,328,17,19.294117647058822,0.0,26.0,0.0
18336803770,320,17,18.823529411764707,0.0,18.0,0.0
18443572301,288,17,16.941176470588236,0.0,15.0,0.0
18008367021,232,17,13.647058823529411,0.0,15.0,0.0
18002604887,229,17,13.470588235294118,0.0,14.0,0.0
18662996426,229,17,13.470588235294118,0.0,14.0,0.0
18666908522,215,17,12.647058823529411,0.0,13.0,0.0
18885760354,203,17,11.941176470588236,0.0,12.0,0.0
18883303218,198,17,11.647058823529411,0.0,12.0,0.0
18006144684,189,17,11.117647058823529,0.0,12.0,0.0
18886233182,135,17,7.9411764705882355,0.0,8.0,0.0
18667600663,88,17,5.176470588235294,0.0,5.0,0.0
18008224571,28459,16,1778.6875,2.1213203435596424,2314.5,0.0009165350371828224
18446899558,24858,16,1553.625,1.4142135623730951,1686.0,0.0008387980796993446
18446663038,22813,16,1425.8125,0.7071067811865476,1799.5,0.00039294625239596977
18554112588,19547,16,1221.6875,1.4142135623730951,1859.0,0.0007607388716369528
18662799653,19316,16,1207.25,0.7071067811865476,1787.5,0.00039558421325121545
18007111418,17455,16,1090.9375,0.0,1442.0,0.0
18009718151,17163,16,1072.6875,0.0,22.0,0.0
18007222292,16606,16,1037.875,0.7071067811865476,1419.5,0.0004981379226393431
18773540180,16351,16,1021.9375,0.0,79.0,0.0
18883463486,14997,16,937.3125,0.7071067811865476,1015.5,0.0006963139154963541
18772633637,14481,16,905.0625,0.0,1016.0,0.0
18002572695,14431,16,901.9375,0.0,28.0,0.0
18882323366,13978,16,873.625,0.0,56.0,0.0
18002225932,13891,16,868.1875,0.0,14.0,0.0
18774543988,13267,16,829.1875,0.0,44.0,0.0
18773329783,11693,16,730.8125,0.0,96.0,0.0
18668553818,11323,16,707.6875,1.4142135623730951,1158.0,0.0012212552352099267
18337380101,11036,16,689.75,0.7071067811865476,1350.5,0.0005235888790718605
18664941362,10240,16,640.0,0.0,37.0,0.0
18663433738,10017,16,626.0625,0.0,121.0,0.0
18773189562,10003,16,625.1875,0.0,7.0,0.0
18666590119,9663,16,603.9375,0.0,65.0,0.0
18669277443,9532,16,595.75,0.7071067811865476,749.5,0.0009434380002488961
18007154453,9360,16,585.0,0.0,91.0,0.0
18884482505,9146,16,571.625,0.0,64.0,0.0
18003233137,9121,16,570.0625,0.0,101.0,0.0
18886127988,8878,16,554.875,0.7071067811865476,899.5,0.0007861109296126154
18772235462,8815,16,550.9375,0.0,310.0,0.0
18006755030,8814,16,550.875,0.7071067811865476,898.5,0.0007869858443923734
18663134195,8682,16,542.625,0.0,37.0,0.0
18773236603,8673,16,542.0625,0.0,505.0,0.0
18665023738,8437,16,527.3125,0.0,121.0,0.0
18008135891,8208,16,513.0,0.7071067811865476,611.5,0.001156347965963283
18007261834,7965,16,497.8125,0.7071067811865476,555.5,0.0012729194980855942
18668839406,7627,16,476.6875,0.0,266.0,0.0
18882265771,7399,16,462.4375,0.0,597.0,0.0
18778616342,7336,16,458.5,0.0,85.0,0.0
18007054030,7114,16,444.625,0.7071067811865476,582.5,0.0012139172209211118
18553919200,6910,16,431.875,0.0,440.0,0.0
18884893701,6791,16,424.4375,0.7071067811865476,600.5,0.0011775300269551167
18009534800,6564,16,410.25,0.0,376.0,0.0
18772783086,6564,16,410.25,0.0,15.0,0.0
18008442688,6542,16,408.875,0.0,706.0,0.0
18664358781,6465,16,404.0625,0.0,391.0,0.0
18882639454,5697,16,356.0625,0.0,8.0,0.0
18552982789,5433,16,339.5625,0.0,74.0,0.0
18886248350,5279,16,329.9375,0.0,592.0,0.0
18447925148,5250,16,328.125,0.0,101.0,0.0
18003926679,5175,16,323.4375,0.0,407.0,0.0
18006130983,5173,16,323.3125,0.7071067811865476,494.5,0.0014299429346542923
18444203882,4911,16,306.9375,0.0,378.0,0.0
18883503899,4844,16,302.75,0.0,915.0,0.0
18552587987,4678,16,292.375,0.0,174.0,0.0
18886015384,4518,16,282.375,0.0,37.0,0.0
18002845672,4407,16,275.4375,0.0,371.0,0.0
18776956042,4256,16,266.0,0.0,52.0,0.0
18889070339,4206,16,262.875,0.0,143.0,0.0
18446659877,4181,16,261.3125,0.0,282.0,0.0
18443945712,3990,16,249.375,0.0,47.0,0.0
18773380788,3978,16,248.625,0.0,115.0,0.0
18557814537,3963,16,247.6875,0.0,379.0,0.0
18883037529,3943,16,246.4375,0.0,431.0,0.0
18002365175,3879,16,242.4375,0.0,337.0,0.0
18009982035,3842,16,240.125,0.0,174.0,0.0
18004797837,3837,16,239.8125,0.0,73.0,0.0
18006517181,3797,16,237.3125,0.0,240.0,0.0
18339996377,3788,16,236.75,0.0,296.0,0.0
18776607919,3729,16,233.0625,0.0,46.0,0.0
18447308929,3722,16,232.625,0.0,182.0,0.0
18777750254,3704,16,231.5,0.0,120.0,0.0
18667442665,3587,16,224.1875,0.0,183.0,0.0
18442975540,3568,16,223.0,0.0,137.0,0.0
18446399134,3532,16,220.75,0.0,183.0,0.0
18005617989,3483,16,217.6875,0.0,89.0,0.0
18663494254,3311,16,206.9375,0.0,182.0,0.0
18664666836,3269,16,204.3125,0.0,61.0,0.0
18003748910,3252,16,203.25,0.0,134.0,0.0
18008106673,3221,16,201.3125,0.0,245.0,0.0
18552563245,3192,16,199.5,0.0,183.0,0.0
18004433814,3166,16,197.875,0.7071067811865476,596.5,0.0011854262886614377
18666121777,3166,16,197.875,0.0,125.0,0.0
18008566377,3110,16,194.375,0.0,176.0,0.0
18668397462,3080,16,192.5,0.0,182.0,0.0
18887141817,3033,16,189.5625,0.0,189.0,0.0
18668332797,3015,16,188.4375,0.0,181.0,0.0
18882980129,3000,16,187.5,0.0,40.0,0.0
18554777350,2963,16,185.1875,0.0,183.0,0.0
18667142040,2895,16,180.9375,0.0,228.0,0.0
18008438463,2813,16,175.8125,0.0,138.0,0.0
18442973692,2716,16,169.75,0.0,85.0,0.0
18555273848,2657,16,166.0625,0.0,38.0,0.0
18442727223,2635,16,164.6875,0.0,34.0,0.0
18885523197,2597,16,162.3125,0.0,449.0,0.0
18007881819,2551,16,159.4375,0.0,18.0,0.0
18778374884,2551,16,159.4375,0.0,335.0,0.0
18776498951,2454,16,153.375,0.0,171.0,0.0
18662178564,2450,16,153.125,0.0,66.0,0.0
18003333371,2440,16,152.5,0.0,82.0,0.0
18447050292,2427,16,151.6875,0.0,69.0,0.0
18778336260,2426,16,151.625,0.0,95.0,0.0
18774729792,2416,16,151.0,0.0,85.0,0.0
18446449312,2387,16,149.1875,0.0,15.0,0.0
18668309152,2378,16,148.625,0.0,438.0,0.0
18002774865,2366,16,147.875,0.0,55.0,0.0
18559073117,2342,16,146.375,0.0,173.0,0.0
18002293483,2338,16,146.125,0.0,10.0,0.0
18778729326,2273,16,142.0625,0.0,138.0,0.0
18002918788,2209,16,138.0625,0.0,55.0,0.0
18774204498,2198,16,137.375,0.0,138.0,0.0
18889197361,2165,16,135.3125,0.0,128.0,0.0
18009662548,2136,16,133.5,0.0,56.0,0.0
18776212018,2120,16,132.5,0.0,9.0,0.0
18445488294,2120,16,132.5,0.0,129.0,0.0
18554890237,2112,16,132.0,0.0,228.0,0.0
18002153573,2099,16,131.1875,0.0,98.0,0.0
18006660958,2093,16,130.8125,0.0,28.0,0.0
18008825750,2090,16,130.625,0.0,55.0,0.0
18007933250,2070,16,129.375,0.0,127.0,0.0
18559664421,2050,16,128.125,0.0,129.0,0.0
18559237640,2046,16,127.875,0.0,124.0,0.0
18883117276,2022,16,126.375,0.0,60.0,0.0
18002807219,1952,16,122.0,0.0,121.0,0.0
18004685873,1909,16,119.3125,0.0,126.0,0.0
18665033223,1903,16,118.9375,0.0,149.0,0.0
18663642914,1870,16,116.875,0.0,209.0,0.0
18004516315,1839,16,114.9375,0.0,119.0,0.0
18002785142,1826,16,114.125,0.0,114.0,0.0
18888828676,1782,16,111.375,0.0,25.0,0.0
18887178530,1751,16,109.4375,0.0,131.0,0.0
18666397328,1710,16,106.875,0.0,92.0,0.0
18006083868,1707,16,106.6875,0.0,25.0,0.0
18008625152,1693,16,105.8125,0.0,86.0,0.0
18889065865,1687,16,105.4375,0.0,100.0,0.0
18775635281,1664,16,104.0,0.0,3.0,0.0
18003709467,1645,16,102.8125,0.0,76.0,0.0
18009637070,1630,16,101.875,0.0,49.0,0.0
18008785789,1625,16,101.5625,0.0,632.0,0.0
18442008875,1599,16,99.9375,0.0,31.0,0.0
18776494396,1585,16,99.0625,0.0,129.0,0.0
18883640803,1584,16,99.0,0.0,105.0,0.0
18883761807,1560,16,97.5,0.0,97.0,0.0
18884983243,1559,16,97.4375,0.0,98.0,0.0
18778546671,1537,16,96.0625,0.0,97.0,0.0
18887580849,1533,16,95.8125,0.0,96.0,0.0
18556835500,1512,16,94.5,0.0,95.0,0.0
18776497241,1475,16,92.1875,0.0,15.0,0.0
18008331516,1450,16,90.625,0.0,102.0,0.0
18008788063,1441,16,90.0625,0.0,61.0,0.0
18445487274,1439,16,89.9375,0.0,64.0,0.0
18889268286,1388,16,86.75,0.0,55.0,0.0
18773216001,1378,16,86.125,0.0,86.0,0.0
18886216092,1378,16,86.125,0.0,5.0,0.0
18888188788,1377,16,86.0625,0.0,75.0,0.0
18558289733,1351,16,84.4375,0.0,89.0,0.0
18883252168,1344,16,84.0,0.0,113.0,0.0
18445605872,1344,16,84.0,0.0,15.0,0.0
18005012594,1343,16,83.9375,0.0,28.0,0.0
18885165373,1336,16,83.5,0.0,92.0,0.0
18009281592,1335,16,83.4375,0.0,75.0,0.0
18664653848,1334,16,83.375,0.0,109.0,0.0
18882633287,1313,16,82.0625,0.0,41.0,0.0
18775832890,1300,16,81.25,0.0,83.0,0.0
18007686599,1297,16,81.0625,0.0,92.0,0.0
18777095684,1290,16,80.625,0.0,35.0,0.0
18555043972,1287,16,80.4375,0.0,80.0,0.0
18772468484,1277,16,79.8125,0.0,81.0,0.0
18889776760,1273,16,79.5625,0.0,26.0,0.0
18557376349,1268,16,79.25,0.0,86.0,0.0
18002113376,1247,16,77.9375,0.0,87.0,0.0
18776343468,1235,16,77.1875,0.0,75.0,0.0
18553800079,1214,16,75.875,0.0,25.0,0.0
18007072174,1190,16,74.375,0.0,74.0,0.0
18773778091,1177,16,73.5625,0.0,96.0,0.0
18005194459,1149,16,71.8125,0.0,86.0,0.0
18668664555,1107,16,69.1875,0.0,107.0,0.0
18772449813,1085,16,67.8125,0.0,59.0,0.0
18008949497,1078,16,67.375,0.0,75.0,0.0
18772855646,1077,16,67.3125,0.0,49.0,0.0
18882001034,1075,16,67.1875,0.0,67.0,0.0
18444181456,1053,16,65.8125,0.0,27.0,0.0
18004184470,1047,16,65.4375,0.0,33.0,0.0
18558470580,1044,16,65.25,0.0,59.0,0.0
18445119910,1042,16,65.125,0.0,26.0,0.0
18773601879,1042,16,65.125,0.0,75.0,0.0
18556771035,1040,16,65.0,0.0,64.0,0.0
18009517568,1013,16,63.3125,0.0,63.0,0.0
18445075651,1007,16,62.9375,0.0,79.0,0.0
18884920976,1004,16,62.75,0.0,62.0,0.0
18882862284,995,16,62.1875,0.0,75.0,0.0
18448386663,952,16,59.5,0.0,26.0,0.0
18005914311,950,16,59.375,0.0,41.0,0.0
18442146391,946,16,59.125,0.0,51.0,0.0
18007764201,931,16,58.1875,0.0,68.0,0.0
18003223218,912,16,57.0,0.0,8.0,0.0
18007256351,897,16,56.0625,0.0,56.0,0.0
18882353612,849,16,53.0625,0.0,67.0,0.0
18002439966,835,16,52.1875,0.0,57.0,0.0
18006377202,834,16,52.125,0.0,41.0,0.0
18009708087,833,16,52.0625,0.0,54.0,0.0
18553551629,821,16,51.3125,0.0,7.0,0.0
18006787552,812,16,50.75,0.0,67.0,0.0
18884233653,790,16,49.375,0.0,50.0,0.0
18446192241,777,16,48.5625,0.0,61.0,0.0
18552582419,761,16,47.5625,0.0,56.0,0.0
18008323579,757,16,47.3125,0.0,18.0,0.0
18775212002,756,16,47.25,0.0,41.0,0.0
18668461311,740,16,46.25,0.0,46.0,0.0
18778376881,737,16,46.0625,0.0,48.0,0.0
18887699769,729,16,45.5625,0.0,35.0,0.0
18778830944,725,16,45.3125,0.0,46.0,0.0
18773092986,719,16,44.9375,0.0,58.0,0.0
18778669113,718,16,44.875,0.0,60.0,0.0
18883985530,717,16,44.8125,0.0,31.0,0.0
18663103419,699,16,43.6875,0.0,43.0,0.0
18775441134,697,16,43.5625,0.0,19.0,0.0
18007210411,680,16,42.5,0.0,40.0,0.0
18004099189,677,16,42.3125,0.0,45.0,0.0
18772429029,673,16,42.0625,0.0,14.0,0.0
18443321868,671,16,41.9375,0.0,37.0,0.0
18888558333,661,16,41.3125,0.0,39.0,0.0
18888510048,638,16,39.875,0.0,27.0,0.0
18005466487,619,16,38.6875,0.0,16.0,0.0
18774737842,614,16,38.375,0.0,28.0,0.0
18443902714,603,16,37.6875,0.0,35.0,0.0
18666233148,591,16,36.9375,0.0,37.0,0.0
18003319135,545,16,34.0625,0.0,27.0,0.0
18556180964,539,16,33.6875,0.0,34.0,0.0
18775248726,513,16,32.0625,0.0,33.0,0.0
18889386867,498,16,31.125,0.0,27.0,0.0
18772179412,497,16,31.0625,0.0,32.0,0.0
18008595563,496,16,31.0,0.0,38.0,0.0
18886902211,444,16,27.75,0.0,28.0,0.0
18002360148,437,16,27.3125,0.0,5.0,0.0
18444176535,405,16,25.3125,0.0,27.0,0.0
18775446883,384,16,24.0,0.0,30.0,0.0
18772578963,310,16,19.375,0.0,20.0,0.0
18009523519,295,16,18.4375,0.0,11.0,0.0
18007339267,226,16,14.125,0.0,14.0,0.0
18773417458,202,16,12.625,0.0,13.0,0.0
18667670185,201,16,12.5625,0.0,13.0,0.0
18443471663,197,16,12.3125,0.0,12.0,0.0
18882117896,194,16,12.125,0.0,13.0,0.0
18008434440,189,16,11.8125,0.0,12.0,0.0
18772096359,183,16,11.4375,0.0,11.0,0.0
18448318452,147,16,9.1875,0.0,5.0,0.0
18555932571,127,16,7.9375,0.0,8.0,0.0
18883754073,127,16,7.9375,0.0,7.0,0.0
18447961805,95,16,5.9375,0.0,6.0,0.0
18884874839,88,16,5.5,0.0,6.0,0.0
18007591181,88,16,5.5,0.0,6.0,0.0
18883367259,87,16,5.4375,0.0,5.0,0.0
18883157696,86,16,5.375,0.0,5.0,0.0
18004142341,84,16,5.25,0.0,5.0,0.0
18883113991,72,16,4.5,0.0,5.0,0.0
18772771674,28511,15,1900.7333333333333,2.8284271247461903,2048.0,0.0013810679320049757
18447343614,16010,15,1067.3333333333333,0.0,31.0,0.0
18888580845,15378,15,1025.2,0.0,9.0,0.0
18003956762,14723,15,981.5333333333333,0.0,5.0,0.0
18003711812,13671,15,911.4,0.0,1049.0,0.0
18004478892,9511,15,634.0666666666667,0.0,74.0,0.0
18882041822,9104,15,606.9333333333333,0.0,28.0,0.0
18774495400,9088,15,605.8666666666667,0.0,13.0,0.0
18663936065,9000,15,600.0,0.0,63.0,0.0
18885319423,8710,15,580.6666666666666,0.0,38.0,0.0
18005573835,8184,15,545.6,0.0,66.0,0.0
